time_s,mode,run,laps,losses,event,section,cell,base_gas,target_gas,speed_px_s,x,y,area
101.031,WAIT_START,0,0,0,,left_curve,"0,3",30,0,0.0,64,305,767.0
101.141,WAIT_START,0,0,0,,left_curve,"0,3",30,0,0.0,64,305,769.0
101.328,WAIT_START,0,0,0,,left_curve,"0,3",30,0,0.0,64,305,766.5
101.422,WAIT_START,0,0,0,,left_curve,"0,3",30,0,0.0,64,305,767.0
101.531,WAIT_START,0,0,0,,left_curve,"0,3",30,0,0.0,64,305,763.5
101.719,WAIT_START,0,0,0,,left_curve,"0,3",30,0,15.0,64,304,765.0
101.844,WAIT_START,0,0,0,,left_curve,"0,3",30,0,9.2,64,305,774.5
102.031,WAIT_START,0,0,0,,left_curve,"0,3",30,0,0.0,64,305,771.0
102.25,WAIT_START,0,0,0,,left_curve,"0,3",30,0,0.0,64,305,761.0
102.438,WAIT_START,0,0,0,,left_curve,"0,3",30,0,0.0,64,305,761.0
102.641,WAIT_START,0,0,0,,left_curve,"0,3",30,0,9.2,64,305,772.5
106.703,RUNNING,1,0,0,,left_curve,"0,3",30,30,0.0,65,305,719.0
106.844,RUNNING,1,0,0,,left_curve,"0,3",30,30,0.0,65,305,750.0
107.078,RUNNING,1,0,0,,left_curve,"0,3",30,10,133.0,61,292,753.5
107.25,RUNNING,1,0,0,,left_curve,"1,2",30,10,508.2,87,210,726.0
107.469,RUNNING,1,0,0,,s_curve,"2,2",30,12,612.4,215,167,972.0
107.672,RUNNING,1,0,0,,s_curve,"3,2",30,25,301.0,279,217,919.5
107.844,RUNNING,1,0,0,,s_curve,"3,2",30,25,38.8,286,233,858.0
107.953,RUNNING,1,0,0,,s_curve,"3,2",30,25,8.0,287,233,843.5
108.141,RUNNING,1,0,0,,s_curve,"3,2",30,25,0.0,287,233,851.5
108.344,RUNNING,1,0,0,,s_curve,"3,2",30,25,0.0,287,233,851.5
108.547,RUNNING,1,0,0,,s_curve,"3,2",30,25,0.0,287,233,855.0
108.641,RUNNING,1,0,0,,s_curve,"3,2",30,25,0.0,287,233,851.5
108.781,RUNNING,1,0,0,Stall-Boost temporaer: 30% -> 35%,s_curve,"3,2",30,35,0.0,287,233,853.0
108.938,RUNNING,1,0,0,,s_curve,"3,2",30,25,0.0,287,233,858.5
109.156,RUNNING,1,0,0,,s_curve,"3,2",30,25,9.1,287,233,847.5
109.344,RUNNING,1,0,0,,s_curve,"3,2",30,25,0.0,287,233,845.0
109.547,RUNNING,1,0,0,,s_curve,"3,2",30,25,0.0,287,233,854.5
109.766,RUNNING,1,0,0,,s_curve,"3,2",30,35,0.0,287,233,852.5
110.0,LOST,1,0,1,"Kurven-Loss: 1 Kurvenzellen, 9 Zellen langsamer",s_curve,"3,2",30,0,10.8,287,234,845.0
110.016,LOST,1,0,1,,s_curve,"3,2",30,0,5.3,287,233,846.0
110.141,LOST,1,0,1,,s_curve,"3,2",30,0,0.0,287,233,848.5
110.25,LOST,1,0,1,,s_curve,"3,2",30,0,9.2,287,234,861.0
110.453,LOST,1,0,1,,s_curve,"3,2",30,0,10.6,287,233,846.0
110.656,LOST,1,0,1,,s_curve,"3,2",30,0,9.1,287,234,848.5
110.75,LOST,1,0,1,,s_curve,"3,2",30,0,9.2,287,233,854.5
110.938,LOST,1,0,1,,s_curve,"3,2",30,0,0.0,287,234,845.5
111.047,LOST,1,0,1,,s_curve,"3,2",30,0,0.0,287,234,845.0
111.25,LOST,1,0,1,,s_curve,"3,2",30,0,0.0,287,234,850.5
111.344,LOST,1,0,1,,s_curve,"3,2",30,0,9.2,287,233,845.0
111.453,LOST,1,0,1,,s_curve,"3,2",30,0,9.2,287,234,832.0
111.641,LOST,1,0,1,,s_curve,"3,2",30,0,0.0,287,234,854.0
111.86,LOST,1,0,1,,s_curve,"3,2",30,0,9.2,287,234,850.5
112.047,LOST,1,0,1,,s_curve,"3,2",30,0,0.0,287,234,842.0
112.172,LOST,1,0,1,,s_curve,"3,2",30,0,0.0,287,234,849.0
112.36,LOST,1,0,1,,s_curve,"3,2",30,0,0.0,287,233,843.0
112.563,LOST,1,0,1,,s_curve,"3,2",30,0,0.0,287,234,846.5
112.656,LOST,1,0,1,,s_curve,"3,2",30,0,0.0,287,234,839.5
112.86,LOST,1,0,1,,s_curve,"3,2",30,0,0.0,287,233,847.0
112.969,LOST,1,0,1,,s_curve,"3,2",30,0,9.2,287,234,849.5
113.156,LOST,1,0,1,,s_curve,"3,2",30,0,0.0,287,234,841.5
113.36,LOST,1,0,1,,s_curve,"3,2",30,0,8.0,287,234,830.5
113.563,LOST,1,0,1,,s_curve,"3,2",30,0,10.6,287,234,844.0
113.766,LOST,1,0,1,,s_curve,"3,2",30,0,9.2,287,233,832.5
113.953,LOST,1,0,1,,s_curve,"3,2",30,0,0.0,287,233,840.5
114.063,LOST,1,0,1,,s_curve,"3,2",30,0,8.0,287,234,835.0
114.266,LOST,1,0,1,,s_curve,"3,2",30,0,0.0,287,234,824.5
114.469,LOST,1,0,1,,s_curve,"3,2",30,0,9.2,287,235,785.5
114.656,LOST,1,0,1,,s_curve,"3,3",30,0,30.1,290,241,561.5
114.75,LOST,1,0,1,,s_curve,"3,3",30,0,9.2,290,242,522.5
114.86,LOST,1,0,1,,s_curve,"3,3",30,0,12.9,289,241,570.0
115.063,LOST,1,0,1,,s_curve,"3,3",30,0,33.6,291,245,561.0
115.266,LOST,1,0,1,,s_curve,"4,3",30,0,394.9,343,247,442.5
115.36,LOST,1,0,1,,s_curve,"5,2",30,0,574.1,405,235,316.0
115.547,LOST,1,0,1,,top_straight,"6,2",30,0,562.6,518,208,409.5
115.656,LOST,1,0,1,,top_straight,"6,2",30,0,362.9,555,194,422.5
115.86,LOST,1,0,1,,top_straight,"7,2",30,0,204.4,593,171,437.5
115.969,LOST,1,0,1,,top_straight,"7,1",30,0,171.2,606,154,374.0
116.156,LOST,1,0,1,,top_straight,"7,1",30,0,161.6,613,120,335.5
116.36,LOST,1,0,1,,top_straight,"7,1",30,0,55.3,614,105,336.5
116.563,LOST,1,0,1,,not_found,,30,0,0.0,,,
116.656,LOST,1,0,1,,not_found,,30,0,0.0,,,
116.766,LOST,1,0,1,,not_found,,30,0,0.0,,,
116.953,LOST,1,0,1,,not_found,,30,0,0.0,,,
117.172,LOST,1,0,1,,not_found,,30,0,0.0,,,
117.36,LOST,1,0,1,,top_straight,"8,1",30,0,97.9,647,110,288.0
117.563,LOST,1,0,1,,top_straight,"8,1",30,0,46.4,644,123,345.5
117.75,LOST,1,0,1,,top_straight,"8,1",30,0,31.9,646,129,385.5
117.875,LOST,1,0,1,,top_straight,"8,1",30,0,0.0,646,129,407.0
118.063,LOST,1,0,1,,top_straight,"8,1",30,0,0.0,645,129,422.0
118.156,LOST,1,0,1,,top_straight,"8,1",30,0,20.5,643,128,413.5
118.266,LOST,1,0,1,,top_straight,"8,1",30,0,9.1,643,127,418.0
118.469,LOST,1,0,1,,top_straight,"8,1",30,0,15.2,645,124,403.5
118.672,LOST,1,0,1,,top_straight,"8,1",30,0,55.8,643,130,415.0
118.766,LOST,1,0,1,,top_straight,"8,1",30,0,37.5,642,134,399.5
118.953,LOST,1,0,1,,top_straight,"8,1",30,0,0.0,641,138,420.5
119.063,LOST,1,0,1,,top_straight,"8,1",30,0,9.1,640,138,429.0
119.266,LOST,1,0,1,,top_straight,"8,1",30,0,0.0,640,138,430.5
119.469,LOST,1,0,1,,top_straight,"7,1",30,0,17.9,638,139,514.5
119.656,LOST,1,0,1,,top_straight,"7,1",30,0,44.3,628,139,866.5
119.781,LOST,1,0,1,,top_straight,"7,1",30,0,0.0,628,139,864.5
119.969,LOST,1,0,1,,top_straight,"7,1",30,0,10.8,628,140,859.0
120.063,LOST,1,0,1,,top_straight,"7,1",30,0,0.0,628,140,857.0
120.172,LOST,1,0,1,,top_straight,"7,1",30,0,9.2,628,139,857.0
120.375,LOST,1,0,1,,top_straight,"7,1",30,0,0.0,628,139,864.0
120.578,LOST,1,0,1,,top_straight,"7,1",30,0,0.0,628,140,859.5
120.766,LOST,1,0,1,,top_straight,"7,1",30,0,0.0,628,140,860.5
120.985,LOST,1,0,1,,top_straight,"7,1",30,0,0.0,628,140,859.5
121.172,LOST,1,0,1,,top_straight,"7,1",30,0,0.0,628,140,860.0
121.375,LOST,1,0,1,,top_straight,"7,1",30,0,0.0,628,140,861.0
121.578,LOST,1,0,1,,top_straight,"7,1",30,0,0.0,628,140,861.0
121.781,LOST,1,0,1,,top_straight,"7,1",30,0,0.0,628,140,857.0
121.969,LOST,1,0,1,,top_straight,"7,1",30,0,0.0,628,140,862.5
122.078,LOST,1,0,1,,top_straight,"7,1",30,0,0.0,628,140,865.0
122.266,LOST,1,0,1,,top_straight,"7,1",30,0,0.0,628,140,866.0
122.485,LOST,1,0,1,,top_straight,"7,1",30,0,0.0,628,140,862.0
122.578,LOST,1,0,1,,top_straight,"7,1",30,0,0.0,628,140,861.5
122.766,LOST,1,0,1,,top_straight,"7,1",30,0,0.0,628,140,857.5
122.875,LOST,1,0,1,,top_straight,"7,1",30,0,0.0,628,140,865.5
123.078,LOST,1,0,1,,top_straight,"7,1",30,0,0.0,628,140,861.0
127.141,RUNNING,2,0,1,,top_straight,"7,1",30,30,0.0,628,140,865.5
127.297,RUNNING,2,0,1,,top_straight,"7,1",30,30,0.0,628,140,867.0
127.5,RUNNING,2,0,1,,top_straight,"7,1",30,30,54.5,634,140,863.5
127.672,RUNNING,2,0,1,,top_straight,"9,1",30,30,723.4,734,140,891.0
127.813,RUNNING,2,0,1,,top_straight,"10,1",30,30,1000.0,843,140,956.5
127.985,RUNNING,2,0,1,,right_curve,"14,1",30,30,1804.0,1153,155,847.5
128.11,RUNNING,2,0,1,,right_curve,"15,3",30,10,1449.6,1247,282,864.0
128.188,RUNNING,2,0,1,,right_curve,"14,5",30,10,1342.1,1192,419,767.5
128.406,RUNNING,2,0,1,,bottom_straight,"12,6",30,22,970.4,1001,481,834.0
129.594,LOST,2,0,2,"Kurven-Loss: 4 Kurvenzellen, 47 Zellen langsamer",not_found,,30,0,0.0,,,
130.61,LOST,2,0,2,,not_found,,30,0,0.0,,,
131.641,LOST,2,0,2,,not_found,,30,0,0.0,,,
132.656,LOST,2,0,2,,not_found,,30,0,0.0,,,
133.688,LOST,2,0,2,,not_found,,30,0,0.0,,,
